date_pm25,time_pm25,PM25,PM10,AQI_PM25,AQI_PM10,AQI_US
2023-10-31,10:00:00,46.9,62.9,129.07035175879398,54.91010101010101,129.07035175879398
2023-10-31,11:00:00,51.6,68.9,140.64321608040203,57.879797979797985,140.64321608040203
2023-10-31,12:00:00,60.95,76.8,153.81401475237092,61.78989898989899,153.81401475237092
2023-10-31,13:00:00,71.09,88.1,159.0496311907271,67.38282828282829,159.0496311907271
2023-10-31,14:00:00,84.7,103.1,166.07692307692307,74.80707070707071,166.07692307692307
2023-10-31,15:00:00,82.5,100.6,164.940990516333,73.56969696969696,164.940990516333
2023-10-31,16:00:00,88.2,107.8,167.8840885142255,77.13333333333333,167.8840885142255
2023-10-31,17:00:00,90.4,108.7,169.0200210748156,77.57878787878788,169.0200210748156
2023-10-31,18:00:00,62.15,73.7,154.4336143308746,60.25555555555556,154.4336143308746
2023-10-31,19:00:00,45.2,59.4,124.88442211055278,53.17777777777778,124.88442211055278
2023-10-31,20:00:00,48.25,63.8,132.39447236180905,55.355555555555554,132.39447236180905
2023-10-31,21:00:00,49.15,65.45,134.6105527638191,56.172222222222224,134.6105527638191
2023-10-31,22:00:00,58.2,74.2,152.3940990516333,60.50303030303031,152.3940990516333
2023-10-31,23:00:00,57.55,73.65,152.05848261327714,60.23080808080808,152.05848261327714
2023-11-01,00:00:00,54.55,71.5,147.9070351758794,59.16666666666667,147.9070351758794
2023-11-01,01:00:00,44.5,56.7,123.1608040201005,51.84141414141414,123.1608040201005
2023-11-01,02:00:00,44.6,57.55,123.4070351758794,52.26212121212121,123.4070351758794
2023-11-01,03:00:00,41.7,53.5,116.26633165829146,49.53703703703704,116.26633165829146
2023-11-01,04:00:00,46.4,61.45,127.8391959798995,54.192424242424245,127.8391959798995
2023-11-01,05:00:00,57.35,72.7,151.95521601685985,59.760606060606065,151.95521601685985
2023-11-01,06:00:00,51.8,67.25,141.1356783919598,57.063131313131315,141.1356783919598
2023-11-01,07:00:00,51.5,66.45,140.39698492462313,56.66717171717172,140.39698492462313
2023-11-01,08:00:00,46.7,60.3,128.5778894472362,53.62323232323232,128.5778894472362
2023-11-01,09:00:00,57.4,72.9,151.98103266596416,59.859595959595964,151.98103266596416
2023-11-01,10:00:00,52.0,67.8,141.6281407035176,57.33535353535353,141.6281407035176
2023-11-01,11:00:00,62.4,76.9,154.5626975763962,61.83939393939394,154.5626975763962
2023-11-01,12:00:00,60.55,76.59,153.60748155953635,61.6859595959596,153.60748155953635
2023-11-01,13:00:00,65.0,79.4,155.90516332982085,63.07676767676768,155.90516332982085
2023-11-01,14:00:00,59.75,75.15,153.19441517386724,60.973232323232324,153.19441517386724
2023-11-01,15:00:00,76.3,92.05,161.73972602739727,69.3378787878788,161.73972602739727
